playlist_id,track_ids
1907,13980 14591 360 13237 16309 7119 18851 14182 8956 17239
1912,11070 16820 9291 15669 7009 2437 17701 2912 11850 2117
1916,9361 16410 8931 17200 20187 15459 14288 4084 15778 1944
1927,6590 7060 8622 12010 19812 19576 3431 80 2970 10502
1953,13670 9003 16521 19462 7544 12623 2508 3624 16708 3860
1958,8709 14430 8466 7517 18599 6408 9003 12623 4199 15050
1959,14907 4148 4743 2508 1898 8138 18361 12075 56 4369
1963,18381 14591 13237 360 13980 15578 10264 18728 6253 8956
1967,13288 20446 19984 4219 1205 6591 7420 13173 4338 14878
1978,12173 18289 11654 2212 15312 9670 17764 15241 7323 9060
1979,11327 9740 9640 6153 55 6957 579 20163 15942 6819
1986,607 18726 13844 11157 12715 4144 19046 3943 16557 308
2005,5606 14826 7506 3519 11943 12510 1714 16601 1111 2997
2014,17926 5180 20287 13368 17034 15735 14770 17040 15333 723
2015,9163 394 18743 16465 2980 405 14931 15592 10493 14659
2022,5760 6045 12587 12119 4540 9211 19110 2596 10702 387
2042,660 14247 7153 3606 7925 1063 5606 280 17813 20023
2061,19270 12466 10838 6760 10633 10981 3991 18287 17977 12086
2068,14527 2439 6892 10391 15209 10496 13452 13980 7989 14591
2070,10089 11740 20497 7224 9491 5485 13154 519 16579 18824
2080,5307 1677 5451 772 16270 5551 19431 12284 1489 10420
2125,16973 4923 3835 2306 16315 11810 17902 4466 280 19411
2134,6892 12563 12425 10496 20287 17034 5165 17597 17631 11896
2142,6045 12119 12679 14965 5630 5786 12827 16663 1242 463
2162,16494 10591 5141 5606 6093 20125 4910 19602 1290 4574
2164,18899 19414 15428 13439 3403 1071 5031 7920 5846 9380
2171,16144 579 18418 20163 9120 17404 3424 13154 17276 281
2174,5606 20172 7506 10848 8491 11943 648 12510 14826 4910
2180,13237 18381 8956 13980 14591 10264 360 3885 6253 15578
2185,5778 1830 20371 19352 5674 4526 6925 20254 18547 7436
2213,16731 108 8978 1139 2085 11740 20532 954 3848 10833
2227,3788 7545 14301 8345 7077 1900 14378 19431 17421 5620
2229,15209 11366 14591 13980 18728 17096 6253 2439 8956 2740
2240,3543 13746 17283 12506 1759 11513 15127 9466 17050 7613
2246,6892 10496 4496 11976 12990 1056 7744 15578 13251 624
2251,13185 5817 5481 13730 9229 17910 4618 4771 6448 9037
2261,4720 10850 5534 10438 17281 5576 9180 7450 16970 13810
2275,12075 4743 11759 9231 1898 14149 9229 20329 3855 7645
2277,8599 7963 13251 16852 16163 3283 19192 12888 12882 3022
2278,15246 4073 5294 17417 2257 6356 13869 11791 19566 17654
2280,3698 9984 19779 13129 8627 15466 4954 2133 17923 8658
2292,6113 7134 19850 4881 18443 7133 45 10019 18146 149
2306,15413 2367 17334 13272 3644 1063 5881 7312 2752 725
2307,6672 18556 19339 3424 19873 2122 10137 14572 19824 1698
2312,8356 7256 15341 6343 16727 71 4747 11615 17200 1944
2322,7323 15312 3413 9060 11654 9670 18289 15633 12173 6
2342,10848 16494 4910 5606 5141 868 14826 3830 7506 10711
2358,19192 2423 17494 2144 19071 19550 3748 12882 11013 13251
2363,11543 523 17819 11106 9224 17873 740 11961 9232 19863
2364,14395 4460 5978 17432 8229 8956 4444 3729 13980 9356
2371,11157 20135 14659 6971 10351 5722 14358 18231 2090 18311
2374,7416 9471 3961 11510 9580 18852 12071 14370 7596 6223
2375,13980 13237 10264 18728 8956 360 14591 4364 6253 6556
2389,1111 8145 18991 10596 13640 14301 11829 9117 1011 11393
2416,5141 16994 4514 9352 3691 5013 1085 17663 6823 10069
2420,12765 11157 5485 10089 3304 5020 8835 13838 15442 8437
2431,5606 10848 14826 20172 7506 868 8491 8145 12510 3830
2433,4144 18262 4531 15758 11407 151 12641 14358 13784 5869
2444,4965 7857 18875 19122 4692 14388 6242 3463 12935 11404
2473,14636 12220 13908 12952 19664 12406 18069 11811 20417 15842
2484,1195 4113 482 6933 15713 20216 18241 17568 14665 13548
2515,3473 10233 5100 18446 13930 8749 20235 18580 3938 8197
2517,5141 12510 2627 16494 4288 1149 4523 8539 7506 14826
2519,17034 13368 2997 3811 667 5606 18418 7550 10041 11107
2524,8954 11787 1229 19811 12869 16298 17158 6671 11715 14612
2527,13240 8282 14868 17284 7322 15944 17237 15779 747 10602
2545,19733 17780 7147 3880 14097 17276 10300 8498 956 8749
2546,10013 14453 19555 6408 14430 4800 5881 5750 5665 2780
2547,6600 1020 7569 6764 13465 10525 15511 7270 4454 10850
2559,6594 20488 6258 5503 15509 15892 17470 7088 3682 11289
2561,9749 16603 20125 4574 394 603 15708 16465 9804 14178
2580,14826 10848 20263 17774 5141 12990 8539 13216 19055 2151
2589,11157 9491 12507 4948 19651 19078 3876 13779 14045 18490
2593,16820 2437 1719 1196 8767 5606 648 9291 2930 1975
2598,6093 8828 11283 14453 7312 18503 18440 541 5665 3173
2605,14662 3961 6672 9383 16536 16300 11646 10206 18852 3625
2622,6408 9003 12623 8466 8709 14430 18599 6868 8045 19340
2624,17984 10474 17584 7085 4301 12013 18739 16749 6823 6103
2634,9003 12623 8709 7544 8466 12931 6408 5474 9257 14430
2664,8342 2665 19075 5147 9477 5645 18001 11646 6201 14476
2665,5606 8145 7811 3617 9963 11084 1523 7947 15360 1133
2666,13402 8849 2153 16433 17019 3876 8872 12668 13212 2581
2680,344 10596 752 8145 19505 8247 15564 11393 19134 1900
2696,1746 573 17034 13368 778 5903 15670 20287 10041 5112
2697,2980 20461 6823 4301 14659 1023 6220 2134 15801 1489
2713,1012 18254 20120 3410 7931 4580 4998 1005 4710 11173
2717,1300 13406 17563 17586 4369 18361 1476 19462 123 13128
2727,17984 15775 11107 308 3422 541 11157 2812 19422 16673
2730,508 4089 10481 17114 13243 14907 15537 16205 11170 17363
2732,10269 12639 20169 19602 5100 13029 15781 16905 8345 3519
2734,4301 7989 15775 2581 9903 15942 16756 10765 117 16397
2742,10269 797 20169 16905 963 4319 16601 13029 16934 19602
2769,6153 6957 9740 10760 4045 5980 3980 11935 8990 11327
2777,5906 1463 17802 1180 1849 8380 514 13995 186 10850
2793,19075 14597 9672 394 4745 13622 8470 19305 10339 18001
2807,19398 4965 17334 13272 4923 2780 12599 2306 15767 5633
2817,2167 1861 1885 12904 4183 5085 7253 10124 6450 4286
2829,18899 13439 3403 5846 15495 20268 9380 13489 16039 19414
2833,2336 4720 463 699 4202 4540 17408 1767 12331 7545
2837,17432 7610 5978 42 4444 14395 4569 8956 4460 15314
2856,1710 6529 8885 16297 18763 13539 10930 17819 6285 6594
2868,1290 11157 12715 14360 16083 2980 7989 19510 817 18262
2873,7577 17420 7400 9034 436 20571 14233 2418 9440 12144
2898,6776 14528 9231 17844 394 10306 4800 5429 13498 14033
2909,19984 4219 6092 20446 4309 13370 4338 18100 2608 2986
2917,11070 16820 1263 13006 9291 5881 18074 17157 17918 2912
2922,6005 3650 8672 16841 10449 17292 1427 19424 12868 12744
2934,9749 11282 791 603 16603 13155 7000 16465 8897 16115
2939,3189 16852 10806 18848 12882 18795 14983 9598 1384 19471
2957,18899 16615 11313 8275 19644 16451 16385 11425 12393 10316
2965,2665 10100 5147 17865 11029 16100 8342 9163 19606 1276
2973,14765 12311 3648 4052 20443 19243 4965 8749 12393 15941
2988,3189 12882 19471 18795 8828 16852 17699 6093 9669 10806
3025,2736 877 8041 5171 9183 3021 3650 14354 6383 3129
3043,14546 14539 1428 1911 9203 15155 5771 20476 3386 9786
3045,15525 4590 15178 8559 11271 6062 14556 15775 19705 9281
3049,3304 7223 2823 16557 5020 2203 17518 812 477 7401
3051,14758 2873 3870 18401 4401 2086 17392 1380 8062 16655
3086,16820 7009 9826 9291 13006 10629 12599 5685 5224 11070
3092,8749 16973 1063 20443 13542 12393 4052 12164 5924 961
3103,8516 13805 1133 1085 1074 15261 9736 15924 18567 3578
3105,541 13139 8749 11070 10880 2705 4826 7312 2752 2674
3131,4543 8001 5186 8218 7519 19173 7367 2164 4600 14277
3146,13085 1900 18567 18552 11633 5630 13637 16869 3514 7499
3183,8749 16973 16645 1063 5924 11014 12164 20023 8275 3880
3192,5541 2317 17379 12794 1789 9933 11049 6664 2627 1111
3196,8138 8169 16457 15029 11258 4865 1476 1641 10491 18743
3200,17383 15548 3988 11286 903 9585 17345 5700 1246 10446
3201,16820 11070 9291 2912 1719 9826 7009 2780 9941 10629
3232,17096 11366 14591 15209 2740 13980 3729 3245 17631 4364
3244,14969 9673 14658 7539 16669 20262 11444 10970 1385 1813
3245,6911 7844 13276 11020 16844 11016 13699 8333 20298 13573
3246,17057 16007 3779 18362 676 13592 18876 17984 7463 15410
3248,14996 9951 3531 8482 3756 9162 20222 6634 6482 12741
3263,14714 17154 19243 14765 12311 15650 10419 4189 13424 8749
3274,19969 17663 15722 5149 9246 4253 9473 9940 15147 3242
3278,9061 5513 436 9440 8953 3644 20287 12875 4266 7577
3287,1222 7680 14270 10577 12071 1485 8047 2435 7416 5667
3290,9988 927 12549 2575 5630 2018 1111 13593 8618 15751
3292,14758 18266 7485 4106 11638 20263 13250 17774 3347 12990
3320,1830 5674 18547 19091 1041 20371 6925 7000 11282 3535
3326,2631 2719 14673 15974 4201 18751 13276 13573 10316 4859
3329,11157 18311 8841 11139 12227 15905 18902 368 19431 16800
3334,2331 1935 11319 7751 4799 8843 15347 6561 18409 15903
3338,5880 3870 4078 14364 11169 5219 8610 20133 19745 18287
3353,18963 17166 3195 9386 17247 6498 3077 1828 12742 19284
3354,13734 10470 18987 10367 9093 7750 17550 18000 11774 18404
3357,877 2489 6139 11462 11176 7545 13558 19611 9441 19173
3386,3304 20532 3689 4144 7774 7533 12957 3754 9117 16136
3394,3624 13670 11882 12243 16708 19462 16444 12623 1701 7772
3409,18617 19055 17774 11661 10684 11638 16471 4106 7485 19385
3415,16820 2437 3463 8822 573 7009 10250 1719 8767 648
3477,15548 4443 5322 11227 5700 18798 1640 11286 17748 2696
3482,8356 1944 11855 15602 4029 15886 7260 7256 17200 7516
3488,868 20167 5606 6444 14322 2997 4514 14826 12510 2151
3497,9003 4743 12623 9231 6408 3855 12075 56 6776 18249
3511,11157 4026 10089 20617 18986 1587 17982 1919 17281 5620
3523,10419 1316 19975 1009 1056 19363 7660 2402 641 18856
3531,10738 1322 8017 73 7870 12931 2792 18293 7908 4128
3532,14758 19662 18401 13980 13250 17597 12563 18266 8956 3347
3535,18381 6253 13237 13980 13139 10264 3885 15578 18649 360
3547,4603 5924 18191 15779 1063 13542 15935 956 13808 8985
3561,12952 13908 20607 1191 20482 17353 20506 9416 13796 17114
3567,20263 2873 9765 4060 19662 6103 4237 18096 6214 10026
3571,11070 16820 9291 2117 17157 7009 3011 5100 20362 13006
3578,2561 7134 235 13105 7174 17928 5325 18051 12801 5796
3589,14758 13250 4106 7485 18266 20263 3347 11638 16471 12563
3596,1710 18254 6285 16765 16297 14213 18661 18059 15623 10930
3634,9520 5655 20342 4447 1168 10543 11489 15819 16548 894
3645,1944 7256 8356 17200 18830 15778 1344 18361 17056 12550
3650,13734 11774 17550 3410 16080 20120 19858 1012 19486 7750
3678,6444 15542 5141 4355 411 16905 6518 1591 5739 15389
3696,4492 8985 13808 15935 6597 12910 13998 6615 7478 2311
3704,3553 8939 9059 19266 12037 1883 10710 4414 12303 17423
3711,2842 3011 849 2030 7964 15035 11961 14796 5534 8463
3712,19969 9246 17663 10834 9834 9473 14147 15988 4253 12071
3720,19055 4106 11638 20152 1050 7485 18617 8377 13250 17774
3728,2980 14662 14615 12237 10855 1195 8362 17214 10256 27
3746,1935 19858 13435 1232 520 10977 8465 9493 4531 13670
3747,4148 4743 16457 6433 10491 13435 6971 3944 18010 14366
3759,14360 9984 10957 15916 12910 17114 7989 14662 16756 2980
3780,9034 7577 20408 9440 20571 17515 13783 17420 17715 15558
3784,15558 10567 14453 8724 14430 8709 4234 12989 15259 4936
3798,17824 5962 8623 230 4974 11491 14999 14186 18663 15887
3805,9003 6776 14907 9231 56 4743 12075 10622 18449 15856
3807,18794 13105 7134 2515 18051 12699 2299 18146 18897 16491
3808,13129 11715 579 2166 4531 17488 9436 13836 3477 2006
3816,17568 15710 4113 17918 19085 4006 1020 2130 8162 7058
3822,19733 362 15935 19590 17780 15779 19362 7147 7478 17651
3827,8047 20263 18096 12436 17521 9715 12278 10577 13216 14842
3851,10848 18739 20172 724 11510 7490 3494 13682 4350 15650
3863,6577 18426 1357 913 18303 15967 5893 18220 6408 1710
3872,20172 8491 411 15771 16502 10848 3976 14277 19377 20134
3875,11070 18074 17157 11101 2117 9768 11751 4583 4834 9428
3888,16973 8749 14765 10679 20242 4923 4965 6620 2306 2409
3893,18110 11003 3221 17458 4966 5333 12419 14061 16551 3259
3898,9752 8160 12461 1932 4889 5056 6784 9214 17063 15866
3910,14904 16331 4540 16100 10977 13593 14064 4716 17944 12125
3916,5159 3835 20413 17938 14420 13284 4250 4923 18694 17190
3918,18824 2551 17663 18856 14147 9473 9834 19969 4253 663
3933,2674 3885 11107 9705 14052 13101 13139 541 10250 13368
3940,15498 17154 4603 15779 4909 14714 5924 11233 362 16713
3944,15474 13216 6103 12278 19889 20197 6672 3830 14738 14008
3946,8047 2000 6624 16149 18090 17663 20247 11510 3961 12815
3954,17455 3731 19664 15924 7516 20480 8892 7250 5881 12287
3959,16028 11269 3169 20372 3701 17694 9903 6573 18859 3403
3968,14826 7506 5606 11943 4910 8145 868 8866 1111 2997
3969,3979 12908 8146 5516 6107 6433 1714 12789 9760 4941
3971,18617 11196 11661 15142 9752 6155 16997 13785 18590 16420
3984,7544 9231 18404 9003 8466 6776 2508 14528 12931 19462
4000,14134 13908 12952 6006 20417 14867 7187 4549 3632 4541
4008,11740 5485 3304 4653 18078 16540 14659 7907 8155 477
4013,9246 3961 2551 12071 6672 3242 6821 7490 15988 18645
4023,14628 6948 5387 14934 8923 8028 8424 1482 14994 6908
4036,3629 15077 11302 8555 13490 6618 17642 2085 12235 16126
4058,207 9254 5074 11765 1308 11637 16855 15259 2449 7064
4082,4026 18473 11583 5152 7702 6317 16934 1775 2579 20418
4091,14826 8145 868 7506 2997 5606 15204 10591 12510 8866
4112,18899 19414 15428 13439 16615 13489 7722 13231 5031 16039
4119,7436 6925 20371 5252 5778 4707 20254 1830 3535 19352
4124,3961 6672 7490 12008 17635 9882 12071 18852 15988 17663
4142,15578 13980 8956 12563 6253 13237 10496 16471 14758 18728
4151,19414 7920 18899 4859 7722 10894 16615 2317 10636 2719
4154,17759 10259 11176 1033 13297 2311 14170 10843 5853 8378
4165,9231 2508 4743 8045 9003 6776 18404 11759 56 12075
4174,9003 7544 16708 6408 12623 19340 12931 2508 18275 5474
4182,13906 8996 9145 17273 3968 9508 11241 4952 6695 18040
4186,14714 17154 15498 4603 15650 5924 11233 10100 4189 19243
4188,20242 9441 9963 13424 1232 7947 362 20193 6606 1195
4189,2873 18096 20263 6103 15578 2674 17239 7148 2718 6430
4193,14558 18377 13923 913 18424 5871 10659 17780 18534 2887
4195,16944 3893 2204 6078 1595 12910 9984 20558 19858 4675
4216,10848 14826 2497 8491 20263 18096 7506 4910 5141 411
4226,1621 18273 4611 6582 18910 17285 18966 19383 2672 2595
4231,17575 19685 3127 1045 11372 10500 10566 11274 10839 858
4236,19462 13670 3860 8167 628 17026 16521 14491 17586 20259
4238,15059 1593 6258 6492 20488 18303 20007 9366 6951 1848
4251,18856 10834 19969 17663 9834 18824 19825 9473 14147 5149
4256,1111 11943 17346 14826 16866 10848 2497 2336 11393 8145
4258,13948 10157 19075 17439 9477 2029 4745 18890 17075 11496
4262,20064 996 2173 4811 6323 4315 8965 7649 14813 10430
4265,3885 13139 2674 17239 541 11206 18381 13237 11107 8956
4267,13593 7205 14712 19466 10220 13850 5561 1843 14004 19770
4293,16820 9291 1719 7009 17918 2780 17701 11070 5881 17707
4295,9804 16583 4839 18254 14213 10742 11646 1473 2132 14509
4296,817 4359 14571 5859 8627 3001 9422 1391 4301 3698
4297,14453 15558 2132 16583 2088 2418 18575 14233 7889 10977
4299,17663 19969 4253 2551 663 18856 9940 14147 9473 9246
4300,12426 6823 10346 11520 20372 1605 8637 15750 19078 16083
4302,9834 9473 18856 14147 11688 19969 17663 663 9940 15722
4307,12393 10679 4052 19730 3434 2409 17780 8749 2765 9676
4309,16521 11882 4743 18404 18361 9003 2508 17563 8600 19462
