playlist_id,track_id,pos
277,10833,3
277,18490,5
277,17131,6
277,18231,7
277,2980,9
277,9201,10
277,16579,11
277,4089,12
277,13154,13
277,13129,14
277,4359,16
277,6433,17
277,17281,18
277,15801,19
277,4962,20
277,508,21
277,579,22
277,16505,25
277,2640,38
277,14229,42
277,11675,43
277,4202,44
277,14301,45
277,699,49
277,11687,50
290,4029,0
290,14243,1
290,8487,2
290,13975,3
290,10183,4
290,8138,5
290,5474,6
290,17442,7
290,4916,8
290,10930,9
290,18361,10
290,4369,11
290,14504,12
290,12397,13
290,16205,15
290,1476,16
290,15029,17
290,1300,18
290,123,19
290,17563,20
290,2236,21
290,13128,22
290,13129,24
290,11572,25
290,4089,26
290,508,27
290,13154,28
290,12910,29
290,5947,30
290,19038,31
290,15266,32
290,14360,33
290,11400,34
290,6098,35
290,14443,36
290,2727,37
290,10201,39
290,15430,41
290,18815,42
290,3685,43
290,7989,44
290,9441,45
290,9984,46
290,15916,47
290,17709,48
310,1909,0
310,15779,1
310,12393,2
310,5924,3
310,13542,4
310,6080,5
310,20242,6
310,17459,7
310,956,8
310,14668,9
310,9913,10
310,14765,11
310,1740,12
310,18191,13
310,7238,14
310,8275,18
310,5047,19
310,682,21
310,20023,22
310,1063,24
310,12311,26
310,9180,27
310,15807,28
326,12467,0
326,7009,1
326,11070,2
326,3078,4
326,9974,5
326,15400,6
326,10269,8
326,797,9
326,667,10
326,13368,11
326,19080,13
365,6433,0
365,11740,1
365,19167,2
365,13506,4
365,3007,7
365,9491,8
365,11715,10
365,14360,11
365,4180,12
365,17925,13
365,8849,17
365,2153,18
365,3876,19
365,2581,20
365,1951,21
365,9154,23
365,6220,24
392,17568,-1
392,20235,0
392,6239,1
392,11373,7
392,541,8
392,4949,11
392,5621,13
392,2997,14
392,18074,15
392,12393,16
392,9155,17
392,16948,18
392,16464,19
392,13993,20
392,5576,21
392,14820,22
392,14556,23
392,6015,24
392,15499,25
392,12707,26
392,18875,27
392,4818,28
392,1195,30
392,14466,31
392,15413,33
392,8145,34
392,4242,35
392,7886,36
392,4910,38
392,1752,39
392,20225,40
392,5036,41
392,1591,43
392,17429,44
392,12963,45
392,2367,46
392,15474,47
392,6433,49
392,2491,51
392,8150,52
392,296,53
392,17239,54
392,1866,55
392,18649,56
392,6892,57
392,20263,59
392,4482,60
392,2001,61
407,14070,0
407,19476,1
407,1813,2
407,15464,3
407,19924,4
407,3403,5
407,15065,7
407,6077,15
407,14737,16
407,943,17
407,16098,19
407,3320,21
407,12718,26
407,6915,27
407,18384,28
413,6220,0
413,6732,1
413,3129,2
413,468,5
413,7070,6
413,17154,7
413,15942,10
413,7889,11
413,4026,12
413,12768,13
413,15653,14
413,3551,15
413,15646,16
413,3373,17
413,4477,19
413,17064,21
413,1133,23
413,17516,24
413,6441,25
413,18598,26
413,8852,27
413,9525,29
413,19688,31
413,19602,32
413,2460,33
413,10603,35
422,6618,-1
422,2989,0
422,3021,1
422,9886,3
422,2583,4
422,2290,5
422,19300,6
422,4434,7
422,8661,8
422,3244,10
422,3258,11
422,16175,12
422,12703,13
422,11176,14
422,10639,15
422,15753,16
422,15585,17
422,877,18
422,8146,19
422,15310,20
422,1585,23
422,16457,24
432,16808,-1
432,17228,0
432,17897,1
432,2765,2
432,913,5
432,2887,6
432,11260,7
432,19336,9
432,20007,10
432,9314,12
432,19556,13
432,1014,14
432,13539,15
432,16404,16
432,8838,18
432,6715,19
432,17935,21
432,523,22
432,20488,24
432,6258,25
432,10081,27
432,11702,28
432,8885,29
432,18921,31
432,11599,33
432,10947,34
432,4642,35
432,8271,36
432,2961,37
432,17780,38
432,20408,39
432,5661,40
432,4397,41
432,15471,42
432,2913,44
432,11847,46
432,8288,47
432,13531,48
432,1710,49
432,15472,50
432,15360,53
432,4039,54
432,1595,55
432,6237,56
432,20415,58
432,7070,59
432,17430,60
432,12688,74
455,10989,0
455,15974,1
455,7953,2
455,9507,6
455,14673,7
455,7066,8
455,2719,9
455,11020,10
455,20506,12
455,11390,14
455,17396,15
455,7844,18
455,18751,19
455,15485,20
455,8333,21
455,323,22
455,1054,23
455,16430,25
455,10316,26
455,10368,30
455,15597,32
455,12365,33
455,16844,36
455,14699,41
455,2631,42
470,8767,0
470,8539,2
470,4910,3
470,9337,4
470,8145,6
470,7475,7
470,8831,8
470,18428,10
470,20167,13
470,3811,14
470,16435,17
470,6472,18
470,12881,20
470,10313,21
470,11943,22
470,6893,23
492,16705,0
492,12393,1
492,6743,2
492,20028,3
492,15167,4
492,9963,6
492,5661,7
492,4052,8
492,19904,10
492,16912,11
492,694,12
492,8138,13
492,8275,14
492,2765,15
492,15498,17
492,17597,18
492,16236,19
492,12315,21
492,17239,22
492,14338,23
492,10270,24
492,14248,25
495,13599,1
495,3986,2
495,11759,3
495,405,4
495,2853,5
495,1687,6
495,4865,7
495,8727,9
495,8734,10
495,16392,12
495,17777,13
495,15414,14
495,15090,15
495,8539,16
495,14248,18
495,1111,19
495,2627,20
495,1641,21
495,4743,22
495,8169,24
495,8138,25
495,12311,26
495,1373,27
495,15969,28
495,1849,30
495,16100,31
495,11496,34
495,12663,35
497,1144,0
497,11255,1
497,11070,2
497,16045,5
497,18074,6
497,11164,7
497,10706,9
497,216,10
497,15920,12
497,15005,13
497,5639,14
497,9447,16
497,20555,17
497,8852,18
497,4403,19
497,9705,20
497,11750,21
497,19939,22
497,18495,25
497,17881,29
497,1913,32
497,12262,34
505,11214,-1
505,8483,0
505,11506,7
505,5221,8
505,13185,9
505,9285,12
505,10208,13
505,1330,15
505,4111,21
505,5817,23
505,8440,24
505,3182,25
505,13157,27
505,18067,30
505,5481,31
505,16457,32
505,13862,33
505,8302,34
505,6425,36
505,4916,38
505,14243,39
505,12075,43
505,9037,47
509,15005,-1
509,19957,0
509,1719,3
509,6681,5
509,8813,8
509,2306,10
509,15710,11
509,7947,12
509,16601,13
509,9668,14
509,11943,15
509,3788,16
509,5805,17
509,1085,18
509,1443,19
509,2780,20
509,8749,21
509,7728,25
509,15187,28
509,20287,30
509,5141,32
509,16078,33
509,181,34
509,2930,35
509,7734,36
509,648,37
514,13980,0
514,573,1
514,1746,2
514,9712,3
514,5903,4
514,7092,5
514,11468,6
514,6556,7
514,18893,8
514,4186,10
514,7597,12
514,9624,13
514,11366,14
514,3729,15
514,15209,16
514,13357,17
514,7059,18
514,16471,19
514,6846,20
514,4946,22
514,15417,23
514,1382,24
514,17195,25
514,10523,27
514,18601,28
514,15580,29
514,1201,30
514,2046,31
514,4632,32
514,6354,33
514,3252,34
514,1534,38
514,778,39
514,5513,40
529,13281,-1
529,2497,0
529,10706,1
529,6591,2
529,7751,4
529,9635,7
529,13704,8
529,20167,9
529,18876,10
529,14826,11
529,10848,12
529,15248,13
529,10675,16
532,17610,0
532,19510,2
532,20445,3
532,1199,10
532,10963,12
532,1192,13
532,16354,14
532,13043,15
532,1012,16
532,1374,19
532,13592,20
532,2783,22
532,20169,23
532,10269,24
532,7993,30
532,11029,37
532,11793,38
532,2454,39
532,17629,40
532,5286,44
532,12910,49
532,635,53
532,6735,54
532,16398,55
532,14943,56
532,20345,57
532,16645,59
532,15355,60
532,80,62
532,11246,79
537,20617,0
537,4878,1
537,2352,32
537,10370,38
537,15661,39
537,8902,40
537,17707,45
537,8760,46
537,2955,49
537,11421,51
537,20362,52
537,12345,53
537,13708,55
537,1066,56
545,5778,-1
545,16697,-1
545,20254,20
545,11282,22
545,1041,23
545,7000,23
545,18854,24
545,13155,26
545,3535,32
564,1466,0
564,10585,1
564,6112,2
564,7622,3
564,16521,6
564,3624,7
564,18944,8
564,11206,9
564,8047,26
564,18203,28
564,11831,32
564,11510,36
564,11445,39
564,3761,49
564,18329,49
564,10084,52
564,3552,53
564,12446,54
564,9621,58
564,7453,60
564,1337,61
564,18824,64
567,6786,1
567,11016,11
567,15330,15
567,14673,24
567,12305,28
567,13573,33
567,13276,34
567,11020,39
567,16844,40
580,8491,0
580,2497,1
580,15900,2
580,20515,3
580,2919,4
580,3976,5
580,16502,6
580,14002,7
580,1189,8
580,19396,9
580,4288,10
580,8145,11
580,16182,12
580,4915,13
580,2221,14
580,17652,15
580,8767,16
580,868,17
580,10250,18
580,2243,20
580,9305,23
580,4528,25
580,5675,26
580,149,27
580,2367,30
580,8506,31
580,12493,32
580,20134,33
580,15771,34
580,15826,36
580,10877,37
580,4328,38
580,20241,39
582,5649,0
582,4743,2
582,1698,3
582,10833,4
582,4058,5
582,12910,6
582,2264,7
582,15558,8
582,16388,9
582,11233,10
582,5668,12
582,11313,13
582,16713,14
582,9163,15
582,12940,16
582,20120,17
582,1775,18
582,11776,19
582,9259,20
582,19305,21
582,15167,22
582,9672,23
582,14741,24
582,11029,25
582,7321,26
582,13895,28
582,17689,29
582,13088,30
582,13188,31
582,10100,32
592,5098,0
592,17200,2
592,14736,3
592,17820,5
592,228,8
592,7544,10
592,18937,11
592,8466,12
592,7114,17
611,10496,0
611,20287,1
611,14581,2
611,14322,3
611,6823,4
611,19426,5
611,1489,7
611,11740,8
611,18262,9
611,5463,10
611,14097,11
611,5036,12
611,19078,13
611,4954,14
611,1909,15
611,16083,16
611,5737,17
615,13923,3
615,2887,6
615,13276,9
615,10561,10
615,13573,13
615,5174,14
615,9139,16
615,8720,20
615,18424,22
615,18611,30
615,14075,33
615,7968,35
615,851,37
615,10386,39
615,16953,45
615,8668,46
615,18747,49
615,9976,54
615,139,59
615,4886,60
615,4072,65
615,13954,66
619,7031,0
619,11489,1
619,19265,5
619,10089,9
619,1508,14
619,14439,15
619,11572,21
619,2649,22
619,4180,23
619,19929,24
619,3698,25
619,7547,26
619,15651,27
619,14471,28
619,11268,30
619,13531,33
619,6920,36
619,6098,38
619,14443,39
619,7594,40
619,16165,41
619,17363,42
619,3655,48
622,5739,-1
622,8624,-1
622,15834,-1
622,3173,0
622,12927,1
622,17699,2
622,8828,3
622,13592,5
622,4839,6
622,1056,8
622,10913,9
622,5539,11
622,4544,14
622,14424,15
622,16334,16
622,4398,17
622,4957,18
622,2931,21
622,14889,22
622,6309,23
622,2329,24
622,20487,25
622,11242,28
622,15789,30
622,568,31
622,7785,32
622,316,35
622,2172,36
622,1931,39
625,8422,-1
625,4710,0
625,14226,1
625,8347,3
625,5008,4
625,19929,6
625,2417,8
625,10437,9
625,13426,11
625,9982,13
625,13592,15
625,11268,16
625,3498,22
625,12708,23
625,19056,24
625,6409,26
625,8658,28
625,19059,29
625,6529,30
625,16756,31
625,6577,34
625,13531,35
625,15265,37
631,19089,3
631,10924,4
631,15915,5
631,3150,13
631,11190,14
631,7435,22
631,16771,24
631,14837,26
631,7451,32
631,8620,41
631,7,47
631,10113,56
631,9793,66
633,11373,0
633,18804,1
633,2204,2
633,4106,3
633,18266,4
633,8118,5
633,2765,7
633,13166,8
633,8869,9
633,19385,10
633,14309,11
633,3347,12
633,15209,14
633,16509,15
633,7059,16
633,956,17
633,10684,19
633,17008,21
633,2740,23
633,9974,25
633,17881,26
633,17631,27
633,13101,28
633,11629,30
633,11366,33
633,12563,34
633,8956,35
633,16471,36
633,15438,37
633,5846,38
633,1014,39
633,2228,40
633,17096,41
636,19205,-1
636,11654,1
636,3413,2
636,18289,3
636,10410,4
636,6861,5
636,19654,6
636,7323,9
636,14142,10
636,15312,12
636,9060,13
636,3212,14
636,4255,15
636,13358,17
636,14679,18
636,2392,31
636,9961,33
636,13391,36
636,15241,37
636,4474,40
636,12295,44
642,19122,-1
642,8956,0
642,5685,1
642,10013,2
642,15669,3
642,14395,4
642,16998,6
642,5928,10
642,5611,12
642,3011,15
642,3932,16
642,8690,18
642,6556,19
642,10112,20
642,17701,24
646,20268,-1
646,17203,0
646,15428,1
646,5031,2
646,12279,4
646,7394,5
646,315,8
646,13123,12
646,18729,13
646,15771,14
646,4422,15
646,3279,16
646,1014,17
646,15204,18
646,20167,19
646,18418,20
646,18074,22
646,1231,25
676,18833,1
676,3644,5
676,17307,6
676,7058,9
676,14885,10
676,19412,11
676,7679,12
676,20548,14
676,17355,16
676,19052,17
676,12963,18
676,5611,23
676,244,25
676,7818,26
676,1798,27
676,15970,28
676,1746,29
676,6059,31
676,11850,32
676,7761,33
676,5903,34
676,10013,35
676,2705,38
676,15333,40
676,2037,41
676,11107,42
676,8963,43
676,13139,47
676,9705,48
676,15670,49
676,19957,51
676,7092,54
676,18389,56
676,216,57
676,2367,58
676,1590,61
676,18440,65
676,19160,68
676,14052,69
683,13465,-1
683,20433,1
683,13622,2
683,7350,4
683,19838,5
683,12196,9
683,20500,10
683,16574,12
683,16663,13
683,10850,14
683,10438,15
683,6140,16
683,19008,19
683,18627,20
686,9670,-1
686,11937,-1
686,15312,-1
686,12173,1
686,13358,4
686,10694,5
686,845,6
686,3413,7
686,6,8
686,15241,9
686,865,11
686,14142,12
686,2026,13
686,15627,14
686,12295,15
686,3832,15
686,2925,16
686,9060,18
686,7323,19
686,13395,20
686,19461,22
686,6010,23
686,12958,25
686,17764,27
686,3982,28
686,16391,31
686,11063,34
686,6465,36
686,14683,40
704,20172,0
704,8491,1
704,19889,2
704,6109,4
704,2919,5
704,868,6
704,10848,7
704,3514,8
709,6137,0
709,19825,2
709,15704,3
709,17081,4
709,663,5
709,4672,6
709,19969,7
709,16398,11
709,2551,12
714,15726,5
714,4487,15
714,2247,16
714,19757,23
714,19690,26
714,13267,31
714,19558,32
714,20331,35
714,14984,37
714,5952,39
714,13129,41
714,11521,44
714,20599,45
714,6762,46
714,18335,48
714,18490,49
714,11715,53
714,19983,62
714,2203,67
714,7224,71
714,7401,72
714,18136,73
714,14940,74
714,15114,75
714,19657,76
714,2955,81
714,13506,82
714,5343,86
719,11895,2
719,14267,5
719,401,9
719,1886,10
719,3971,12
719,9233,13
719,4130,19
719,14203,20
719,5228,23
721,18649,0
721,4303,2
721,18825,3
721,1746,4
721,13205,5
721,2705,6
721,8681,7
721,5805,8
721,20394,9
721,3606,10
721,3090,12
721,13145,14
721,4480,15
721,12591,17
721,3333,19
721,19422,21
721,9306,23
721,20037,25
721,14219,26
721,16612,27
724,13734,1
724,1012,3
724,1056,5
724,5008,6
724,7750,7
724,2464,8
724,16770,9
724,9843,10
724,12103,12
724,16951,13
724,14751,15
724,11774,17
731,660,0
731,12162,2
731,10269,3
731,3650,4
731,12639,5
731,7163,6
731,19466,8
731,956,9
731,14178,10
731,4720,11
731,2336,12
731,9738,13
731,9669,17
735,8956,0
735,14758,1
735,13980,2
735,13237,3
735,14395,4
735,894,5
735,17597,6
735,8229,7
735,19699,8
735,13782,9
735,13763,10
735,18637,11
735,13452,12
735,4444,13
735,4460,14
735,12563,15
735,15578,16
735,15570,17
735,3347,18
735,16760,19
735,12718,21
735,17040,24
735,14016,25
735,2117,26
735,9647,27
735,7549,29
735,14309,30
735,6892,31
735,16509,32
735,6245,33
735,4267,34
735,16471,35
735,15209,36
735,6189,37
735,6371,39
735,14591,40
735,5152,41
735,1170,42
737,2968,0
737,15108,5
737,8640,6
737,2922,7
737,4768,12
737,16459,14
737,4914,24
737,9396,26
737,14128,27
740,14430,-1
740,9231,0
740,6776,1
740,14033,2
740,15050,3
740,9173,4
740,9098,5
740,5631,6
740,7114,8
740,8466,12
740,8709,14
740,17820,15
740,11916,16
740,15235,19
740,4543,21
740,8001,22
740,8356,23
740,15341,24
740,16082,25
740,1060,26
740,16708,27
740,10379,28
740,1510,29
740,4743,30
740,7402,31
740,17131,32
740,19556,33
740,11842,34
740,8045,35
740,5661,36
740,1944,37
740,9257,38
740,8880,39
740,4042,41
744,10640,-1
744,2036,0
744,19254,1
744,17657,4
744,4954,6
744,20016,7
744,6533,9
744,15603,10
744,7989,14
744,13895,15
744,5695,16
744,7868,17
744,3767,19
744,1947,20
744,6405,22
744,13202,23
744,16764,24
744,1096,27
744,14820,28
744,17874,29
744,3551,31
744,7163,32
744,3698,33
744,13983,37
746,8764,-1
746,17740,0
746,16727,1
746,3237,4
746,17506,5
746,4808,6
746,14872,10
746,15341,11
746,73,12
746,18293,15
746,1300,16
746,19648,17
746,13819,18
746,17026,19
746,4880,20
746,3554,21
746,1365,22
746,4447,24
746,4952,27
746,2274,29
746,1060,32
746,8892,34
746,13670,35
746,8709,36
774,17515,-1
774,9752,0
774,20065,1
774,15284,3
774,17063,6
774,4687,8
774,9518,12
774,13927,17
774,19385,18
774,17402,20
774,15866,21
774,2081,25
788,9509,-1
788,11107,0
788,2497,2
788,9313,3
788,10941,4
788,15715,5
788,1385,7
788,1591,8
788,19316,9
788,2332,10
788,17908,11
788,13866,12
788,3838,13
788,11275,14
788,7465,15
788,14008,16
788,306,17
788,19889,18
788,17584,19
788,19069,20
788,751,21
788,20134,22
788,2385,23
788,20251,24
788,10026,25
788,5641,26
788,17984,27
788,9115,28
788,14399,29
788,619,30
788,6430,31
788,11188,32
788,5559,33
788,12278,34
788,12499,35
788,5572,36
788,9765,37
788,15499,38
788,20295,40
788,2272,42
788,4482,43
818,579,-1
818,15038,1
818,14128,2
818,12765,5
818,8835,6
818,13838,8
818,508,9
818,4089,10
818,10481,11
818,7081,13
818,2989,15
818,2134,17
818,6239,18
818,6226,19
818,16144,21
818,9202,22
818,12016,25
818,7195,26
818,1023,27
818,3684,28
818,4594,29
818,6086,31
818,4058,35
818,12910,37
818,5947,38
818,19826,39
818,13066,40
818,5020,44
818,12769,45
859,7645,-1
859,2508,0
859,13401,1
859,4743,2
859,13803,3
859,8278,5
859,9231,6
859,14033,7
859,9003,8
859,7629,9
859,10201,10
859,6098,11
859,3009,12
859,6285,13
859,18404,14
859,1472,17
859,8880,18
859,12931,19
859,7870,20
859,4543,23
859,3533,24
859,16293,26
859,2286,28
859,8895,29
859,19416,32
859,11133,33
859,10738,34
859,12017,35
859,1510,36
859,1710,38
859,1357,40
859,10323,41
859,8017,42
859,14907,44
859,19558,45
859,245,46
859,14430,47
914,18399,0
914,5254,1
914,15900,2
914,5668,4
914,4249,5
914,8275,6
914,4032,7
914,14799,9
914,2452,10
914,14024,13
914,12721,14
914,8332,15
914,3551,19
914,5482,20
914,20167,21
914,396,22
914,2036,23
914,2627,24
914,1492,26
914,11483,28
914,16650,29
914,4514,31
914,6444,32
914,10742,33
914,13895,34
914,3791,38
914,178,40
914,13622,41
914,362,42
914,19509,44
914,17516,46
914,15771,47
914,20536,49
914,10855,50
914,3040,51
914,16977,52
914,197,53
914,11863,54
914,5259,55
914,17874,56
914,411,57
914,1127,58
914,1372,59
914,5929,60
914,8614,61
914,978,63
914,13029,84
924,19662,0
924,19385,1
924,12278,2
924,18672,3
924,11091,5
924,19055,7
924,14837,8
924,12104,9
924,3397,10
924,18617,12
924,20515,14
924,1620,18
924,17086,19
925,4672,0
925,6821,1
925,17869,2
925,1271,3
925,12624,6
925,3752,7
925,268,8
925,18824,9
925,5355,10
